generation,fitness
139,0.00289119
140,0.00289119
141,0.00289119
142,0.00289119
143,0.00289119
144,0.00289119
145,0.00289119
146,0.00289119
147,0.00289119
148,0.00289119
149,0.00289119
150,0.00289119
151,0.00289119
152,0.00289119
153,0.00289119
154,0.00289119
155,0.00289119
156,0.00289119
157,0.00289119
158,0.00289119
159,0.00289119
160,0.00289119
161,0.00289119
162,0.00289119
163,0.00289119
164,0.00289119
165,0.00289119
166,0.00289119
167,0.00289119
168,0.00289119
169,0.00289119
170,0.00289119
171,0.00289119
172,0.00289119
173,0.00289119
174,0.00289119
175,0.00289119
176,0.00289119
177,0.00289119
178,0.00289119
179,0.00289119
180,0.00289119
181,0.00289119
182,0.00289119
183,0.00289119
184,0.00289119
185,0.00289119
186,0.00289119
187,0.00289119
188,0.00289119
189,0.00289119
190,0.00289119
191,0.00289119
192,0.00289119
193,0.00289119
194,0.00289119
195,0.00289119
196,0.00289119
197,0.00289119
198,0.00289119
199,0.00289119
200,0.00289119
201,0.00289119
202,0.00289119
203,0.00289119
204,0.00289119
205,0.00289119
206,0.00289119
207,0.00289119
208,0.00289119
209,0.00289119
210,0.00289119
211,0.00289119
212,0.00289119
213,0.00289119
214,0.00289119
215,0.00289119
216,0.00289119
217,0.00289119
218,0.00289119
219,0.00289119
220,0.00289119
221,0.00289119
222,0.00289119
223,0.00289119
224,0.00289119
225,0.00289119
226,0.00289119
227,0.00289119
228,0.00289119
229,0.00289119
230,0.00289119
231,0.00289119
232,0.00289119
233,0.00289119
234,0.00289119
235,0.00289119
236,0.00289119
237,0.00289119
238,0.00289119
239,0.00289119
240,0.00289119
241,0.00289119
242,0.00289119
243,0.00289119
244,0.00289119
245,0.00289119
246,0.00289119
247,0.00289119
248,0.00289119
249,0.00289119
250,0.00289119
251,0.00289119
252,0.00289119
253,0.00289119
254,0.00289119
255,0.00289119
256,0.00289119
257,0.00289119
258,0.00289119
259,0.00289119
260,0.00289119
261,0.00289119
262,0.00289119
263,0.00289119
264,0.00289119
265,0.00289119
266,0.00289119
267,0.00289119
268,0.00289119
269,0.00289119
270,0.00289119
271,0.00289119
272,0.00289119
273,0.00289119
274,0.00289119
275,0.00289119
276,0.00289119
277,0.00289119
278,0.00289119
279,0.00289119
280,0.00289119
281,0.00289119
282,0.00289119
283,0.00289119
284,0.00289119
285,0.00289119
286,0.00289119
287,0.00289119
288,0.00289119
289,0.00289119
290,0.00289119
291,0.00289119
292,0.00289119
293,0.00289119
294,0.00289119
295,0.00289119
296,0.00289119
297,0.00289119
298,0.00289119
299,0.00289119
300,0.00289119
301,0.00289119
302,0.00289119
303,0.00289119
304,0.00289119
305,0.00289119
306,0.00289119
307,0.00289119
308,0.00289119
309,0.00289119
310,0.00289119
311,0.00289119
312,0.00289119
313,0.00289119
314,0.00289119
315,0.00289119
316,0.00289119
317,0.00289119
318,0.00289119
319,0.00289119
320,0.00289119
321,0.00289119
322,0.00289119
323,0.00289119
324,0.00289119
325,0.00289119
326,0.00289119
327,0.00289119
328,0.00289119
329,0.00289119
330,0.00289119
331,0.00289119
332,0.00289119
333,0.00289119
334,0.00289119
335,0.00289119
336,0.00289119
337,0.00289119
338,0.00289119
339,0.00289119
340,0.00289119
341,0.00289119
342,0.00289119
343,0.00289119
344,0.00289119
345,0.00289119
346,0.00289119
347,0.00289119
348,0.00289119
349,0.00289119
350,0.00289119
351,0.00289119
352,0.00289119
353,0.00289119
354,0.00289119
355,0.00289119
356,0.00289119
357,0.00289119
358,0.00289119
359,0.00289119
360,0.00289119
361,0.00289119
362,0.00289119
363,0.00289119
364,0.00289119
365,0.00289119
366,0.00289119
367,0.00289119
368,0.00289119
369,0.00289119
370,0.00289119
371,0.00289119
372,0.00289119
373,0.00289119
374,0.00289119
375,0.00289119
376,0.00289119
377,0.00289119
378,0.00289119
379,0.00289119
380,0.00289119
381,0.00289119
382,0.00289119
383,0.00289119
384,0.00289119
385,0.00289119
386,0.00289119
387,0.00289119
388,0.00289119
389,0.00289119
390,0.00289119
391,0.00289119
392,0.00289119
393,0.00289119
394,0.00289119
395,0.00289119
396,0.00289119
397,0.00289119
398,0.00289119
399,0.00289119
400,0.00289119
401,0.00289119
402,0.00289119
403,0.00289119
404,0.00289119
405,0.00289119
406,0.00289119
407,0.00289119
408,0.00289119
409,0.00289119
410,0.00289119
411,0.00289119
412,0.00289119
413,0.00289119
414,0.00289119
415,0.00289119
416,0.00289119
417,0.00289119
418,0.00289119
419,0.00289119
420,0.00289119
421,0.00289119
422,0.00289119
423,0.00289119
424,0.00289119
425,0.00289119
426,0.00289119
427,0.00289119
428,0.00289119
429,0.00289119
430,0.00289119
431,0.00289119
432,0.00289119
433,0.00289119
434,0.00289119
435,0.00289119
436,0.00289119
437,0.00289119
438,0.00289119
439,0.00289119
440,0.00289119
441,0.00289119
442,0.00289119
443,0.00289119
444,0.00289119
445,0.00289119
446,0.00289119
447,0.00289119
448,0.00289119
449,0.00289119
450,0.00289119
451,0.00289119
452,0.00289119
453,0.00289119
454,0.00289119
455,0.00289119
456,0.00289119
457,0.00289119
458,0.00289119
459,0.00289119
460,0.00289119
461,0.00289119
462,0.00289119
463,0.00289119
464,0.00289119
465,0.00289119
466,0.00289119
467,0.00289119
468,0.00289119
469,0.00289119
470,0.00289119
471,0.00289119
472,0.00289119
473,0.00289119
474,0.00289119
475,0.00289119
476,0.00289119
477,0.00289119
478,0.00289119
479,0.00289119
480,0.00289119
481,0.00289119
482,0.00289119
483,0.00289119
484,0.00289119
485,0.00289119
486,0.00289119
487,0.00289119
488,0.00289119
489,0.00289119
490,0.00289119
491,0.00289119
492,0.00289119
493,0.00289119
494,0.00289119
495,0.00289119
496,0.00289119
497,0.00289119
498,0.00289119
499,0.00289119
500,0.00289119
