generation,fitness
325,0.00113124
326,0.00113124
327,0.00113124
328,0.00113124
329,0.00113124
330,0.00113124
331,0.00113124
332,0.00113124
333,0.00113124
334,0.00113124
335,0.00113124
336,0.00113124
337,0.00113124
338,0.00113124
339,0.0011348
340,0.0011348
341,0.0011348
342,0.0011348
343,0.0011348
344,0.0011348
345,0.0011348
346,0.0011348
347,0.0011348
348,0.00114525
349,0.00114525
350,0.00114525
351,0.00114525
352,0.00114525
353,0.00114525
354,0.00114525
355,0.00114525
356,0.00114525
357,0.00114525
358,0.00114525
359,0.00114525
360,0.00114525
361,0.00114525
362,0.00114525
363,0.00114525
364,0.00114525
365,0.00114525
366,0.00114525
367,0.00114525
368,0.00114525
369,0.00114525
370,0.00114525
371,0.00114525
372,0.00114525
373,0.00114525
374,0.00114525
375,0.00114525
376,0.00114525
377,0.00114525
378,0.00114525
379,0.00114525
380,0.00114525
381,0.00114525
382,0.00114525
383,0.00114525
384,0.00115601
385,0.00115601
386,0.00115601
387,0.00117034
388,0.00117433
389,0.00119945
390,0.00119945
391,0.00119945
392,0.00119945
393,0.00119945
394,0.00119945
395,0.00119945
396,0.00119945
397,0.00119945
398,0.00119945
399,0.00119945
400,0.00119945
401,0.00119945
402,0.00119945
403,0.00119945
404,0.00119945
405,0.00119945
406,0.00119945
407,0.00119945
408,0.00119945
409,0.00119945
410,0.00119945
411,0.00119945
412,0.00119945
413,0.00119945
414,0.00119945
415,0.00119945
416,0.00119945
417,0.00119945
418,0.00119945
419,0.00119945
420,0.00119945
421,0.00119945
422,0.00119945
423,0.00119945
424,0.00119945
425,0.00119945
426,0.00119945
427,0.00119945
428,0.00119945
429,0.00119945
430,0.00121154
431,0.00121154
432,0.00121154
433,0.00121154
434,0.00121154
435,0.00121227
436,0.00121227
437,0.00121227
438,0.00121227
439,0.00124386
440,0.00124386
441,0.00124386
442,0.00124386
443,0.00126963
444,0.00127138
445,0.00131103
446,0.00131103
447,0.00131103
448,0.00133124
449,0.00133381
450,0.00133381
451,0.00134364
452,0.00134364
453,0.00134364
454,0.0013456
455,0.0013456
456,0.00134939
457,0.00134939
458,0.00134939
459,0.00135203
460,0.00135586
461,0.00135586
462,0.00135586
463,0.00135586
464,0.00135586
465,0.00135586
466,0.00135586
467,0.00135586
468,0.00135586
469,0.00135586
470,0.00135586
471,0.00135586
472,0.00135586
473,0.00135586
474,0.00136762
475,0.00136762
476,0.00136762
477,0.00136762
478,0.00136762
479,0.00136762
480,0.00136762
481,0.0013714
482,0.0013714
483,0.0013714
484,0.0013714
485,0.0013714
486,0.0013714
487,0.00137426
488,0.00137426
489,0.00137802
490,0.00137802
491,0.00137802
492,0.00137802
493,0.00137802
494,0.00137802
495,0.00137802
496,0.00137802
497,0.00137802
498,0.00137802
499,0.00137802
500,0.00137802
501,0.00137802
502,0.00137802
503,0.00137802
504,0.00137802
505,0.00137802
506,0.00137802
507,0.00137802
508,0.00137802
509,0.00137802
510,0.00137802
511,0.00137802
512,0.00137802
513,0.00137802
514,0.00137802
515,0.00137802
516,0.00137802
517,0.00137802
518,0.00137802
519,0.00137802
520,0.00137802
521,0.00137802
522,0.00137802
523,0.00137802
524,0.00137802
525,0.00137802
526,0.00137802
527,0.00137802
528,0.00137802
529,0.00137802
530,0.00137802
531,0.00137802
532,0.00137802
533,0.00137802
534,0.00137802
535,0.00137802
536,0.00137802
537,0.00137802
538,0.00137802
539,0.00137802
540,0.00137802
541,0.00137802
542,0.00137802
543,0.00137802
544,0.00137802
545,0.00137802
546,0.00137802
547,0.00137802
548,0.00137802
549,0.00137802
550,0.00137802
551,0.00137802
552,0.00137802
553,0.00137802
554,0.00137802
555,0.00137802
556,0.00137802
557,0.00137802
558,0.00137802
559,0.00137802
560,0.00137802
561,0.00137802
562,0.00137802
563,0.00137802
564,0.00137802
565,0.00137802
566,0.00137802
567,0.00137802
568,0.00137802
569,0.00137802
570,0.00137802
571,0.00137802
572,0.00137802
573,0.00137802
574,0.00137802
575,0.00137802
576,0.00137802
577,0.00137802
578,0.00137802
579,0.00137802
580,0.00137802
581,0.00137802
582,0.00137802
583,0.00137802
584,0.00137802
585,0.00137802
586,0.00137802
587,0.00137802
588,0.00137802
589,0.00137802
590,0.00137802
591,0.00137802
592,0.00137802
593,0.00137802
594,0.00137802
595,0.00137802
596,0.00137802
597,0.00137802
598,0.00137802
599,0.00137802
600,0.00137802
601,0.00137802
602,0.00137802
603,0.00137802
604,0.00137802
605,0.00137802
606,0.00137802
607,0.00137802
608,0.00137802
609,0.00137802
610,0.00137802
611,0.00137802
612,0.00137802
613,0.00137802
614,0.00137802
615,0.00137802
616,0.00137802
617,0.00137802
618,0.00137802
619,0.00137802
620,0.00137802
621,0.00137802
622,0.00137802
623,0.00137802
624,0.00137802
625,0.00137802
626,0.00137802
627,0.00137802
628,0.00137802
629,0.00137802
630,0.00137802
631,0.00137802
632,0.00137802
633,0.00137802
634,0.00137802
635,0.00137802
636,0.00137802
637,0.00137802
638,0.00137802
639,0.00137802
640,0.00137802
641,0.00137802
642,0.00137802
643,0.00137802
644,0.00137802
645,0.00137802
646,0.00137802
647,0.00137802
648,0.00137802
649,0.00137802
650,0.00137802
651,0.00137802
652,0.00137802
653,0.00137802
654,0.00137802
655,0.00137802
656,0.00137802
657,0.00137802
658,0.00137802
659,0.00137802
660,0.00137802
661,0.00137802
662,0.00137802
663,0.00137802
664,0.00137802
665,0.00137802
666,0.00137802
667,0.00137802
668,0.00137802
669,0.00137802
670,0.00137802
671,0.00137802
672,0.00137802
673,0.00137802
674,0.00137802
675,0.00137802
676,0.00137802
677,0.00137802
678,0.00137802
679,0.00137802
680,0.00137802
681,0.00137802
682,0.00137802
683,0.00137802
684,0.00137802
685,0.00137802
686,0.00137802
687,0.00137802
688,0.00137802
689,0.00137802
690,0.00137802
691,0.00137802
692,0.00137802
693,0.00137802
694,0.00137802
695,0.00137802
696,0.00137802
697,0.00137802
698,0.00137802
699,0.00137802
700,0.00137802
701,0.00137802
702,0.00137802
703,0.00137802
704,0.00137802
705,0.00137802
706,0.00137802
707,0.00137802
708,0.00137802
709,0.00137802
710,0.00137802
711,0.00137802
712,0.00137802
713,0.00137802
714,0.00137802
715,0.00137802
716,0.00137802
717,0.00137802
718,0.00137802
719,0.00137802
720,0.00137802
721,0.00137802
722,0.00137802
723,0.00137802
724,0.00137802
725,0.00137802
726,0.00137802
727,0.00137802
728,0.00137802
729,0.00137802
730,0.00137802
731,0.00137802
732,0.00137802
733,0.00137802
734,0.00137802
735,0.00137802
736,0.00137802
737,0.00137802
738,0.00137802
739,0.00137802
740,0.00137802
741,0.00137802
742,0.00137802
743,0.00137802
744,0.00137802
745,0.00137802
746,0.00137802
747,0.00137802
748,0.00137802
749,0.00137802
750,0.00137802
751,0.00137802
752,0.00137802
753,0.00137802
754,0.00137802
755,0.00137802
756,0.00137802
757,0.00137802
758,0.00137802
759,0.00137802
760,0.00137802
761,0.00137802
762,0.00137802
763,0.00137802
764,0.00137802
765,0.00137802
766,0.00137802
767,0.00137802
768,0.00137802
769,0.00137802
770,0.00137802
771,0.00137802
772,0.00137802
773,0.00137802
774,0.00137802
775,0.00137802
776,0.00137802
777,0.00137802
778,0.00137802
779,0.00137802
780,0.00137802
781,0.00137802
782,0.00137802
783,0.00137802
784,0.00137802
785,0.00137802
786,0.00137802
787,0.00137802
788,0.00137802
789,0.00137802
790,0.00137802
791,0.00137802
792,0.00137802
793,0.00137802
794,0.00137802
795,0.00137802
796,0.00137802
797,0.00137802
798,0.00137802
799,0.00137802
800,0.00137802
801,0.00137802
802,0.00137802
803,0.00137802
804,0.00137802
805,0.00137802
806,0.00137802
807,0.00137802
808,0.00137802
809,0.00137802
810,0.00137802
811,0.00137802
812,0.00137802
813,0.00137802
814,0.00137802
815,0.00137802
816,0.00137802
817,0.00137802
818,0.00137802
819,0.00137802
820,0.00137802
821,0.00137802
822,0.00137802
823,0.00137802
824,0.00137802
825,0.00137802
826,0.00137802
827,0.00137802
828,0.00137802
829,0.00137802
830,0.00137802
831,0.00137802
832,0.00137802
833,0.00137802
834,0.00137802
835,0.00137802
836,0.00137802
837,0.00137802
838,0.00137802
839,0.00137802
840,0.00137802
841,0.00137802
842,0.00137802
843,0.00137802
844,0.00137802
845,0.00137802
846,0.00137802
847,0.00137802
848,0.00137802
849,0.00137802
850,0.00137802
851,0.00137802
852,0.00137802
853,0.00137802
854,0.00137802
855,0.00137802
856,0.00137802
857,0.00137802
858,0.00137802
859,0.00137802
860,0.00137802
861,0.00137802
862,0.00137802
863,0.00137802
864,0.00137802
865,0.00137802
866,0.00137802
867,0.00137802
868,0.00137802
869,0.00137802
870,0.00137802
871,0.00137802
872,0.00137802
873,0.00137802
874,0.00137802
875,0.00137802
876,0.00137802
877,0.00137802
878,0.00137802
879,0.00137802
880,0.00137802
881,0.00137802
882,0.00137802
883,0.00137802
884,0.00137802
885,0.00137802
886,0.00137802
887,0.00137802
888,0.00137802
889,0.00137802
890,0.00137802
891,0.00137802
892,0.00137802
893,0.00137802
894,0.00137802
895,0.00137802
896,0.00137802
897,0.00137802
898,0.00137802
899,0.00137802
900,0.00137802
901,0.00137802
902,0.00137802
903,0.00137802
904,0.00137802
905,0.00137802
906,0.00137802
907,0.00137802
908,0.00137802
909,0.00137802
910,0.00137802
911,0.00137802
912,0.00137802
913,0.00137802
914,0.00137802
915,0.00137802
916,0.00137802
917,0.00137802
918,0.00137802
919,0.00137802
920,0.00137802
921,0.00137802
922,0.00137802
923,0.00137802
924,0.00137802
925,0.00137802
926,0.00137802
927,0.00137802
928,0.00137802
929,0.00137802
930,0.00137802
931,0.00137802
932,0.00137802
933,0.00137802
934,0.00137802
935,0.00137802
936,0.00137802
937,0.00137802
938,0.00137802
939,0.00137802
940,0.00137802
941,0.00137802
942,0.00137802
943,0.00137802
944,0.00137802
945,0.00137802
946,0.00137802
947,0.00137802
948,0.00137802
949,0.00137802
950,0.00137802
951,0.00137802
952,0.00137802
953,0.00137802
954,0.00137802
955,0.00137802
956,0.00137802
957,0.00137802
958,0.00137802
959,0.00137802
960,0.00137802
961,0.00137802
962,0.00137802
963,0.00137802
964,0.00137802
965,0.00137802
966,0.00137802
967,0.00137802
968,0.00137802
969,0.00137802
970,0.00137802
971,0.00137802
972,0.00137802
973,0.00137802
974,0.00137802
975,0.00137802
976,0.00137802
977,0.00137802
978,0.00137802
979,0.00137802
980,0.00137802
981,0.00137802
982,0.00137802
983,0.00137802
984,0.00137802
985,0.00137802
986,0.00137802
987,0.00137802
988,0.00137802
989,0.00137802
990,0.00137802
991,0.00137802
992,0.00137802
993,0.00137802
994,0.00137802
995,0.00137802
996,0.00137802
997,0.00137802
998,0.00137802
999,0.00137802
1000,0.00137802
1001,0.00137802
1002,0.00137802
1003,0.00137802
1004,0.00137802
1005,0.00137802
1006,0.00137802
1007,0.00137802
1008,0.00137802
1009,0.00137802
1010,0.00137802
1011,0.00137802
1012,0.00137802
1013,0.00137802
1014,0.00137802
1015,0.00137802
1016,0.00137802
1017,0.00137802
1018,0.00137802
1019,0.00137802
1020,0.00137802
1021,0.00137802
1022,0.00137802
1023,0.00137802
1024,0.00137802
1025,0.00137802
1026,0.00137802
1027,0.00137802
1028,0.00137802
1029,0.00137802
1030,0.00137802
1031,0.00137802
1032,0.00137802
1033,0.00137802
1034,0.00137802
1035,0.00137802
1036,0.00137802
1037,0.00137802
1038,0.00137802
1039,0.00137802
1040,0.00137802
1041,0.00137802
1042,0.00137802
1043,0.00137802
1044,0.00137802
1045,0.00137802
1046,0.00137802
1047,0.00137802
1048,0.00137802
1049,0.00137802
1050,0.00137802
1051,0.00137802
1052,0.00137802
1053,0.00137802
1054,0.00137802
1055,0.00137802
1056,0.00137802
1057,0.00137802
1058,0.00137802
1059,0.00137802
1060,0.00137802
1061,0.00137802
1062,0.00137802
1063,0.00137802
1064,0.00137802
1065,0.00137802
1066,0.00137802
1067,0.00137802
1068,0.00137802
1069,0.00137802
1070,0.00137802
1071,0.00137802
1072,0.00137802
1073,0.00137802
1074,0.00137802
1075,0.00137802
1076,0.00137802
1077,0.00137802
1078,0.00137802
1079,0.00137802
1080,0.00137802
1081,0.00137802
1082,0.00137802
1083,0.00137802
1084,0.00137802
1085,0.00137802
1086,0.00137802
1087,0.00137802
1088,0.00137802
1089,0.00137802
1090,0.00137802
1091,0.00137802
1092,0.00137802
1093,0.00137802
1094,0.00137802
1095,0.00137802
1096,0.00137802
1097,0.00137802
1098,0.00137802
1099,0.00137802
1100,0.00137802
1101,0.00137802
1102,0.00137802
1103,0.00137802
1104,0.00137802
1105,0.00137802
1106,0.00137802
1107,0.00137802
1108,0.00137802
1109,0.00137802
1110,0.00137802
1111,0.00137802
1112,0.00137802
1113,0.00137802
1114,0.00137802
1115,0.00137802
1116,0.00137802
1117,0.00137802
1118,0.00137802
1119,0.00137802
1120,0.00137802
1121,0.00137802
1122,0.00137802
1123,0.00137802
1124,0.00137802
1125,0.00137802
1126,0.00137802
1127,0.00137802
1128,0.00137802
1129,0.00137802
1130,0.00137802
1131,0.00137802
1132,0.00137802
1133,0.00137802
1134,0.00137802
1135,0.00137802
1136,0.00137802
1137,0.00137802
1138,0.00137802
1139,0.00137802
1140,0.00137802
1141,0.00137802
1142,0.00137802
1143,0.00137802
1144,0.00137802
1145,0.00137802
1146,0.00137802
1147,0.00137802
1148,0.00137802
1149,0.00137802
1150,0.00137802
1151,0.00137802
1152,0.00137802
1153,0.00137802
1154,0.00137802
1155,0.00137802
1156,0.00137802
1157,0.00137802
1158,0.00137802
1159,0.00137802
1160,0.00137802
1161,0.00137802
1162,0.00137802
1163,0.00137802
1164,0.00137802
1165,0.00137802
1166,0.00137802
1167,0.00137802
1168,0.00137802
1169,0.00137802
1170,0.00137802
1171,0.00137802
1172,0.00137802
1173,0.00137802
1174,0.00137802
1175,0.00137802
1176,0.00137802
1177,0.00137802
1178,0.00137802
1179,0.00137802
1180,0.00137802
1181,0.00137802
1182,0.00137802
1183,0.00137802
1184,0.00137802
1185,0.00137802
1186,0.00137802
1187,0.00137802
1188,0.00137802
1189,0.00137802
1190,0.00137802
1191,0.00137802
1192,0.00137802
1193,0.00137802
1194,0.00137802
1195,0.00137802
1196,0.00137802
1197,0.00137802
1198,0.00137802
1199,0.00137802
1200,0.00137802
1201,0.00137802
1202,0.00137802
1203,0.00137802
1204,0.00137802
1205,0.00137802
1206,0.00137802
1207,0.00137802
1208,0.00137802
1209,0.00137802
1210,0.00137802
1211,0.00137802
1212,0.00137802
1213,0.00137802
1214,0.00137802
1215,0.00137802
1216,0.00137802
1217,0.00137802
1218,0.00137802
1219,0.00137802
1220,0.00137802
1221,0.00137802
1222,0.00137802
1223,0.00137802
1224,0.00137802
1225,0.00137802
1226,0.00137802
1227,0.00137802
1228,0.00137802
1229,0.00137802
1230,0.00137802
1231,0.00137802
1232,0.00137802
1233,0.00137802
1234,0.00137802
1235,0.00137802
1236,0.00137802
1237,0.00137802
1238,0.00137802
1239,0.00137802
1240,0.00137802
1241,0.00137802
1242,0.00137802
1243,0.00137802
1244,0.00137802
1245,0.00137802
1246,0.00137802
1247,0.00137802
1248,0.00137802
1249,0.00137802
1250,0.00137802
1251,0.00137802
1252,0.00137802
1253,0.00137802
1254,0.00137802
1255,0.00137802
1256,0.00137802
1257,0.00137802
1258,0.00137802
1259,0.00137802
1260,0.00137802
1261,0.00137802
1262,0.00137802
1263,0.00137802
1264,0.00137802
1265,0.00137802
1266,0.00137802
1267,0.00137802
1268,0.00137802
1269,0.00137802
1270,0.00137802
1271,0.00137802
1272,0.00137802
1273,0.00137802
1274,0.00137802
1275,0.00137802
1276,0.00137802
1277,0.00137802
1278,0.00137802
1279,0.00137802
1280,0.00137802
1281,0.00137802
1282,0.00137802
1283,0.00137802
1284,0.00137802
1285,0.00137802
1286,0.00137802
1287,0.00137802
1288,0.00137802
1289,0.00137802
1290,0.00137802
1291,0.00137802
1292,0.00137802
1293,0.00137802
1294,0.00137802
1295,0.00137802
1296,0.00137802
1297,0.00137802
1298,0.00137802
1299,0.00137802
1300,0.00137802
1301,0.00137802
1302,0.00137802
1303,0.00137802
1304,0.00137802
1305,0.00137802
1306,0.00137802
1307,0.00137802
1308,0.00137802
1309,0.00137802
1310,0.00137802
1311,0.00137802
1312,0.00137802
1313,0.00137802
1314,0.00137802
1315,0.00137802
1316,0.00137802
1317,0.00137802
1318,0.00137802
1319,0.00137802
1320,0.00137802
1321,0.00137802
1322,0.00137802
1323,0.00137802
1324,0.00137802
1325,0.00137802
1326,0.00137802
1327,0.00137802
1328,0.00137802
1329,0.00137802
1330,0.00137802
1331,0.00137802
1332,0.00137802
1333,0.00137802
1334,0.00137802
1335,0.00137802
1336,0.00137802
1337,0.00137802
1338,0.00137802
1339,0.00137802
1340,0.00137802
1341,0.00137802
1342,0.00137802
1343,0.00137802
1344,0.00137802
1345,0.00137802
1346,0.00137802
1347,0.00137802
1348,0.00137802
1349,0.00137802
1350,0.00137802
1351,0.00137802
1352,0.00137802
1353,0.00137802
1354,0.00137802
1355,0.00137802
1356,0.00137802
1357,0.00137802
1358,0.00137802
1359,0.00137802
1360,0.00137802
1361,0.00137802
1362,0.00137802
1363,0.00137802
1364,0.00137802
1365,0.00137802
1366,0.00137802
1367,0.00137802
1368,0.00137802
1369,0.00137802
1370,0.00137802
1371,0.00137802
1372,0.00137802
1373,0.00137802
1374,0.00137802
1375,0.00137802
1376,0.00137802
1377,0.00137802
1378,0.00137802
1379,0.00137802
1380,0.00137802
1381,0.00137802
1382,0.00137802
1383,0.00137802
1384,0.00137802
1385,0.00137802
1386,0.00137802
1387,0.00137802
1388,0.00137802
1389,0.00137802
1390,0.00137802
1391,0.00137802
1392,0.00137802
1393,0.00137802
1394,0.00137802
1395,0.00137802
1396,0.00137802
1397,0.00137802
1398,0.00137802
1399,0.00137802
1400,0.00137802
1401,0.00137802
1402,0.00137802
1403,0.00137802
1404,0.00137802
1405,0.00137802
1406,0.00137802
1407,0.00137802
1408,0.00137802
1409,0.00137802
1410,0.00137802
1411,0.00137802
1412,0.00137802
1413,0.00137802
1414,0.00137802
1415,0.00137802
1416,0.00137802
1417,0.00137802
1418,0.00137802
1419,0.00137802
1420,0.00137802
1421,0.00137802
1422,0.00137802
1423,0.00137802
1424,0.00137802
1425,0.00137802
1426,0.00137802
1427,0.00137802
1428,0.00137802
1429,0.00137802
1430,0.00137802
1431,0.00137802
1432,0.00137802
1433,0.00137802
1434,0.00137802
1435,0.00137802
1436,0.00137802
1437,0.00137802
1438,0.00137802
1439,0.00137802
1440,0.00137802
1441,0.00137802
1442,0.00137802
1443,0.00137802
1444,0.00137802
1445,0.00137802
1446,0.00137802
1447,0.00137802
1448,0.00137802
1449,0.00137802
1450,0.00137802
1451,0.00137802
1452,0.00137802
1453,0.00137802
1454,0.00137802
1455,0.00137802
1456,0.00137802
1457,0.00137802
1458,0.00137802
1459,0.00137802
1460,0.00137802
1461,0.00137802
1462,0.00137802
1463,0.00137802
1464,0.00137802
1465,0.00137802
1466,0.00137802
1467,0.00137802
1468,0.00137802
1469,0.00137802
1470,0.00137802
1471,0.00137802
1472,0.00137802
1473,0.00137802
1474,0.00137802
1475,0.00137802
1476,0.00137802
1477,0.00137802
1478,0.00137802
1479,0.00137802
1480,0.00137802
1481,0.00137802
1482,0.00137802
1483,0.00137802
1484,0.00137802
1485,0.00137802
1486,0.00137802
1487,0.00137802
1488,0.00137802
1489,0.00137802
1490,0.00137802
1491,0.00137802
1492,0.00137802
1493,0.00137802
1494,0.00137802
1495,0.00137802
1496,0.00137802
1497,0.00137802
1498,0.00137802
1499,0.00137802
1500,0.00137802
